isbn	title	author	rating_eb	scaled_eb	scaled_norm
0001642146	The Children of Primrose Lane	Noel Streatfeild	3.9639877957393166	2.9822012216105778	2.741314428858665
000171287X	The Berenstains' B Book	Stan Berenstain, Jan Berenstain	4.18042300388307	3.4521754112448373	3.3469560504747577
0001713221	Are You My Mother?	P.D. Eastman	4.1855839070351575	3.4633819579868637	3.360777965417965
0001713272	The Bike Lesson	Stan Berenstain, Jan Berenstain	4.175129438939238	3.440680798533298	3.332860563151101
0001840266	The Four Seasons of Brambly Hedge	Jill Barklem	4.476934016822377	4.096028711356842	4.1649549329661495
0001843052	The House in the Square	Joan G. Robinson, Shirley Hughes (Author) (Illustrator)	4.009966542993929	3.082040913436654	2.8412005622671366
0001955071	Mog the Forgetful Cat	Judith Kerr	4.314438307259523	3.743180438306353	3.730304836453607
0001983806	Pookie Believes in Santa Claus	Ivy L. Wallace	4.086369671208557	3.2479450589596994	3.0504629110732053
000222027X	How Mrs. Claus Saves Christmas!	Bill Templeton, Wes Chapman (Illustrator), Michael Wilkins (Editor)	4.0274943118746505	3.12010125974751	2.883324476354476
0006014791	The Fatal Lozenge	Edward Gorey	4.1697892654655035	3.429084978600167	3.3176530708785683
0006608728	The Winter Bear	Ruth Craft, Erik Blegvad (Illustrator)	4.070700139718207	3.2139197475176062	3.0021022079277038
0006627749	Mog in the Dark	Judith Kerr	3.9377722373288764	2.925275937016525	2.6781034520069507
0006639208	Patrick	Quentin Blake	4.033944135838813	3.1341066095094012	2.898801163890435
0006640613	The Tiger Who Came to Tea	Judith Kerr	4.250326794522522	3.60396669160029	3.5442655959929277
0006645941	The Truth About Cats.	Alan Snow	3.9304135347809153	2.9092970198320316	2.657770680627136
0006645984	Sea Story: Primrose and Wilfred Sail to Sandy Bay	Jill Barklem	4.257761369076494	3.6201103596349196	3.568544877699207
0006646905	I'm Not Your Friend	Sam McBratney, Kim Lewis (Illustrator)	3.9402251227158627	2.9306022091692925	2.684545078184728
0006724167	The Midnight Folk	John Masefield	3.8205018722475925	2.670631393414431	2.4176422857545687
0006724442	The Darkangel	Meredith Ann Pierce	3.901546631176165	2.8466145212438994	2.595709662701325
0006737234	Gordon the Goat	Munro Leaf	4.13039248684451	3.3435375796099622	3.202840545316867
0006916201	Six Cousins At Mistletoe Farm	Enid Blyton	4.122403399197832	3.326189824478687	3.1793527792948164
0006932045	The Mystery of Holly Lane	Enid Blyton	4.02259735487859	3.1094678539553766	2.8703473457798285
000710653X	Charmed Life	Diana Wynne Jones	3.968120106078629	2.9911742497037963	2.752690717070973
0007121733	The Tricksters	Margaret Mahy	3.9944192776962737	3.0482810946347083	2.808539966683532
0007149697	Goodbye Mog	Judith Kerr	4.308233824350417	3.729707829795404	3.7081444147310516
0007150342	How to Catch a Star	Oliver Jeffers (Author)	4.2001962281974	3.4951116098110675	3.40163068159568
0007150369	Lost and Found	Oliver Jeffers (Author)	4.351431920832968	3.823509529446069	3.821502234479536
0007158475	Fox in Socks	Dr. Seuss	4.073606398952139	3.220230489841133	3.009460438292965
0007158491	Hop On Pop	Dr. Seuss	3.9827794376231602	3.0230059813444505	2.7834629134474067
0007158505	The Sneetches and Other Stories	Dr. Seuss	4.312755031571493	3.739525320757792	3.7246391202973017
0007158513	I Can Read With My Eyes Shut!	Dr. Seuss	4.198484717193767	3.491395181213886	3.3948398849972587
0007169892	Marvin K. Mooney Will You Please Go Now!	Dr. Seuss	3.9660624224404186	2.986706131005894	2.7463857212302383
0007169914	Mr. Brown Can Moo! Can You?	Dr. Seuss	4.119335485430967	3.3195280604393873	3.165571884021055
0007169922	And to Think That I Saw It on Mulberry Street	Dr. Seuss	4.002825408041122	3.0665344293424153	2.8233241639057
0007169949	If I Ran the Zoo	Dr. Seuss	3.8756222391647026	2.7903214844878113	2.5358430335437006
0007169957	There's a Wocket in My Pocket!	Dr. Seuss	4.033737337458995	3.133657561030616	2.8976580219343657
0007169965	Scrambled Eggs Super!	Dr. Seuss	3.8193899087324374	2.6682168410113363	2.415255074894532
0007169973	Ten Apples Up On Top!	Theo LeSieg (Pseudonym), Dr. Seuss, Roy McKie (Illustrator)	4.126957524829691	3.33607879550924	3.191159846618703
0007171358	Mog's Christmas	Judith Kerr	4.2323723703044145	3.5649798925271456	3.4916761656373683
0007173040	How the Grinch Stole Christmas!	Dr. Seuss	4.3649911987039545	3.852952570086712	3.8701956772700314
000717313X	I Wish That I Had Duck Feet	Theo LeSieg, Dr. Seuss, Barney Tobey (Illustrator)	4.162840366039049	3.413995920748596	3.2955896553298096
0007173156	Oh, the Thinks You Can Think!	Dr. Seuss	4.134240895423856	3.351894134529892	3.2147786709966453
0007173687	One Fish, Two Fish, Red Fish, Blue Fish	Dr. Seuss (Reader)	4.139420661995246	3.363141641891386	3.2346524418530156
0007174160	A Bear Called Paddington	Michael Bond, Peggy Fortnum (Illustrator)	4.227084021031594	3.553496605286994	3.475601969257271
0007175159	I Had Trouble In Getting To Solla Sollew	Dr. Seuss	4.203853265496216	3.503052615138776	3.4121418124194367
0007175191	Horton Hatches the Egg	Dr. Seuss	4.168072308404553	3.425356724263557	3.3122524700416864
0007175221	Oh Say Can You Say?	Dr. Seuss	4.019808331300665	3.1034116808070817	2.862957687718552
0007177631	Smith of Wootton Major	J.R.R. Tolkien, Derek Jacobi (Narrator)	3.9085703925558435	2.86186613668535	2.612254946539081
0007182295	The Great Paper Caper	Oliver Jeffers (Author)	4.022870835689294	3.1100616987530576	2.8709257868770592
0007182325	The Way Back Home	Oliver Jeffers (Author)	4.125857106461498	3.333689312599849	3.1883112731970553
0007202423	10 Little Rubber Ducks	Eric Carle	4.080493008513304	3.2351842895283203	3.030920823024804
000721488X	Troll Blood	Katherine Langrish (Author)	3.95184524552346	2.955834507771671	2.7131174328694456
0007216092	How Do Dinosaurs Eat Their Food?	Jane Yolen (Author), Mark Teague (Illustrator)	4.108568374578466	3.296148018712325	3.1319680526839044
0007262388	Angela and the Baby Jesus	Frank McCourt, Raúl Colón (Illustrator)	4.022419377684434	3.109081388701807	2.869624065671605
0007263856	Up and Down	Oliver Jeffers (Author)	4.164080891122753	3.4166896357681384	3.2992285821659078
0007445466	Love Monster	Rachel Bright	4.070513257834468	3.2135139463421822	3.001331396153713
0007526296	Sleeping Beauty	Sarah Gibb (Illustrations), Alison Sage	3.879826915543773	2.7994516504662386	2.543348060276225
0007540302	Love Monster and the Last Chocolate	Rachel Bright	4.223913678649342	3.5466124245442168	3.4626900131832588
0007540329	Love Monster and the Scary Something	Rachel Bright	3.8032476856956015	2.633165112340677	2.38386449942568
0007589220	The Dance in the Dark	Sophie Cleverly (Author)	4.480567532717564	4.1039186415720295	4.177778496547454
0007591357	When Marnie Was There	Joan G. Robinson	4.288671541373249	3.6872296758552925	3.6543351478426156
0008164363	Mog's Christmas Calamity	Judith Kerr	4.141283093418781	3.3671857838151156	3.239557407621872
0008171920	Cinderella (Best-loved Classics)	Sarah Gibb (Illustrations)	4.0751983725847225	3.2236873512469524	3.0138061038081685
0008255296	Katinka’s Tail	Judith Kerr	3.9464284808370023	2.944072375280424	2.6989463831800142
0009780375	There's No Such Thing as a Dragon	Jack Kent	4.3554545581247135	3.8322444100488817	3.833121471530286
0013322958	Weezie, the Elephant with Allergies	Maranda Russell (Author)	4.111195301901983	3.301852210977005	3.137913500810341
0019300096	Jade	Sally Watson	4.368853220134882	3.8613386843789166	3.883812479227464
0020425201	The Adventures of Odysseus and the Tale of Troy	Padraic Colum, Willy Pogány (Illustrator)	3.9004098755081222	2.8441461343835437	2.5918914516694334
0020430906	Ask Mr. Bear	Marjorie Flack	3.927138456609903	2.902185412517255	2.6514619156775607
0020432801	The Gift of the Sacred Dog	Paul Goble	4.049011981727543	3.1668254019915665	2.9398112044789952
0020436203	One Fine Day	Nonny Hogrogian	3.8523299314745385	2.7397438380629007	2.48258363302827
0026894165	Gaudenzia, Pride of the Palio	Marguerite Henry	4.228058904185229	3.5556134970997775	3.4790381413377904
0027004074	A Possible Tree	Josephine Haskell Aldridge, Daniel San Souci (Illustrator)	3.9297189215851778	2.907788714983778	2.6563731697487745
0027068307	Told Under the Green Umbrella	International Association for Childhood Education, Grace Gilkison (Illustrator)	4.0924475630227715	3.2611427836024163	3.07708554502548
0027190706	The Cat And The Captain	Elizabeth Coatsworth	4.026563127167179	3.118079256109346	2.880663227556165
0027210502	The Littlest House	Elizabeth Coatsworth	4.1448641541958144	3.3749618113438697	3.2500631317893762
0027253805	Bagthorpes Haunted: Being the Sixth Part of the Bagthorpe Saga	Helen Cresswell	4.106173453470053	3.2909476120094703	3.1253182528775185
0027254305	Bagthorpes Unlimited: Being the Third Part of the Bagthorpe Saga	Helen Cresswell	4.193103033655174	3.47970922502584	3.3790697015879916
0027326705	Can I Get There By Candlelight?	Jean Slaughter Doty, Ted Lewin	4.201983530635734	3.498992614303319	3.4069607519661416
0027351904	Prayer for a Child	Rachel Field, Elizabeth Orton Jones (Illustrator)	3.9403825724661727	2.930944100488384	2.6848827476392882
0027379108	The Big Snow	Berta Hader, Elmer Hader	3.9298691801701247	2.908114991181175	2.6565479959770535
0027435059	Sofie's Role	Amy Heath	3.96924334012144	2.993613275283632	2.7552807810395255
0027443558	Snowbear Whittington: An Appalachian Beauty and the Beast	William H. Hooks, Victoria Lisi (Illustrator)	3.950574411169483	2.953074978253382	2.71066152654676
0027459217	Clocks and More Clocks	Pat Hutchins	3.8205812950417277	2.670803854557109	2.4179067645194894
0027546330	A Snow Story	Melvin Leavitt	4.069901112949833	3.212184715767535	2.9974072731605323
0027653404	The Sleeping Beauty	Mercer Mayer	4.282171387236038	3.6731150375793207	3.6374935456942175
0027713504	Box with Red Wheels	Maud Petersham, Miska Petersham	4.048190443411652	3.1650414879621644	2.9364940629573892
0027822591	The 329th Friend	Marjorie Weinman Sharmat	3.9165322347831153	2.8791547302596108	2.627503566207502
0027824551	Splash, Splash	Jeff Sheppard	3.9956884008156326	3.0510369083245523	2.812437397252297
0027826856	Don't Fidget a Feather!	Erica Silverman, S.D. Schindler (Illustrator)	3.9526465861026496	2.957574563803015	2.7144245999080567
0027888355	The Chinese Siamese Cat	Amy Tan (Author), Gretchen Schields (Illustrator)	4.03381354195422	3.133823033858243	2.8983011005834967
0027925277	Mister Toad	Clyde Watson, N. Cameron Watson	4.082986764161582	3.2405993086464977	3.0386464606787036
0030152569	The Doonesbury Chronicles	G.B. Trudeau	4.29884021950136	3.7093102620219227	3.6804841054824995
0030710863	What's a Fraggle?	Louise Gikow	4.099618767996828	3.276714562682579	3.099342284114145
0030723752	Christmas Folk	Natalia Maree Belting, Barbara Cooney (Illustrator)	4.105856054029948	3.290258400924393	3.1243803046596303
0030801168	Cobweb Castle	Jan Wahl, Edward Gorey	3.9022858887554634	2.8482197683048636	2.5975155928054465
006000150X	Diary of a Worm	Doreen Cronin, Harry Bliss (Illustrator)	4.209906799593635	3.516197448672368	3.426362592692827
0060001534	Diary of a Spider	Doreen Cronin, Harry Bliss (Illustrator)	4.254585812616154	3.6132148568796802	3.55762987544437
0060001569	Diary of a Fly	Doreen Cronin, Harry Bliss (Illustrator)	4.193507149316449	3.4805867344294876	3.3805387616997358
0060005378	One Lighthouse, One Moon	Anita Lobel	3.730132184970662	2.4743998241160208	2.231157384612215
0060011076	Miss Lady Bird's Wildflowers: How a First Lady Changed America	Kathi Appelt (Author), Joy Fisher Hein (Illustrations)	4.1211568635489195	3.3234830579296006	3.1695602333663544
0060080957	It's Hard to Be Five: Learning How to Work My Control Panel	Jamie Lee Curtis, Laura Cornell (Illustrator)	4.058716129164641	3.1878972916668014	2.964023285565245
0060081759	Queen of Christmas	Mary Engelbreit	3.9350682508298465	2.919404416044671	2.670066202875017
0060082097	Mortal Engines	Philip Reeve (Author)	3.7778775682261356	2.5780756446847546	2.3287500581397698
0060090820	Gingerbread Mouse	Katy Bratun	3.984659370611631	3.027088126714424	2.7887307329664184
0060091231	Honey, I Love	Eloise Greenfield, Jan Spivey Gilchrist (Illustrator)	4.226057881244611	3.551268413215219	3.4728254969039845
0060092939	I'm Dirty!	Kate McMullan, Jim McMullan	3.861172205231076	2.7589442282345997	2.499433747292488
0060099453	Merry Christmas, Amelia Bedelia	Peggy Parish, Lynn Sweat (Illustrator)	4.281980566269185	3.6727006829554547	3.6359958210091023
0060202823	Woody's 20 Grow Big Songs	Woody Guthrie	4.157617415497055	3.402654642360824	3.2818274183821514
0060204451	Marina	Ludwig Bemelmans	3.9924387741132072	3.0439805671257956	2.8021455060383973
0060205512	Three to Get Ready	Betty D. Boegehold, Mary Chalmers (Illustrator)	4.108391679347417	3.295764337153595	3.1311718377766224
0060206454	The Shades	Betty Brock, Victoria De Larrea (Illustrator)	4.260798386791653	3.626705035019891	3.577358455618226
0060206802	Flat Stanley	Jeff Brown, Tomi Ungerer (Illustrator)	3.843072440107975	2.719641831368329	2.4613173155960517
0060208163	The Moon of the Monarch Butterflies	Jean Craighead George, Kam Mak (Illustrator)	4.007379588544924	3.0764235195236247	2.8325090460832456
0060208678	When the Wind Blew	Margaret Wise Brown, Geoffrey Hayes (Illustrator)	4.08404685064276	3.2429012136332442	3.041598437036499
0060209283	Ownself	Mary Calhoun	4.00946865006412	3.0809597731350427	2.8389216474092596
0060210982	All the Places to Love	Patricia MacLachlan, Mike Wimmer (Illustrator)	4.394198857606526	3.9163749954008624	3.9485560150793653
0060211334	Santa Calls	William Joyce (Author)	4.1115652133472045	3.302655448274649	3.139657057816419
0060214481	Zoom at Sea	Tim Wynne-Jones, Eric Beddows (Illustrator)	4.039615400617088	3.1464213714708698	2.912197584951122
0060217103	Time Train	Paul Fleischman, Claire Ewart (Author) (Illustrator)	3.7165804423730493	2.444973145803983	2.2037967900327002
0060217502	Lazy Tommy Pumpkinhead	William Pène du Bois	4.337705899732584	3.7937044173347756	3.7871346933415992
0060220732	Be Nice to Spiders	Margaret Bloy Graham	4.155030691906479	3.3970377497410187	3.277122723598967
0060221046	The Old Ladies Who Liked Cats	Carol Greene	3.9650045476781584	2.9844090286148743	2.743456892692913
0060223278	Best Friends for Frances	Russell Hoban, Lillian Hoban (Illustrator)	4.226134855090918	3.5514355566358833	3.4730385864879167
0060224916	Julius	Syd Hoff	3.642014993294649	2.2830593943127733	2.052952377579012
0060224975	The King's Equal	Katherine Paterson, Vladimir Vagin (Illustrator)	4.062641568803851	3.196421114242704	2.9769381928440373
006022505X	Santa's Moose	Syd Hoff	3.817109241548666	2.6632645288588392	2.4112484065316204
0060225599	Thunderhoof	Syd Hoff	3.8990518554312152	2.8411972870558593	2.5890131035727544
0060227362	So-So Cat	Edith Thacher Hurd	4.082986764161582	3.2405993086464977	3.0386464606787036
0060228997	King Solomon and the Bee	Dalia Hardof Renberg, Ruth Heller (Illustrator)	3.878278422650473	2.796089204499501	2.540857155437888
0060231297	Come Again in the Spring	Richard Kennedy, Marcia Sewall (Illustrator)	4.196224166667471	3.4864865510014775	3.388860405431518
0060233966	The Happy Day	Ruth Krauss, Marc Simont (Illustrator)	3.5865608195626635	2.1626444646668666	1.9375011484617115
0060236868	The Boyhood of Grace Jones	Jane Langton, Emily Arnold McCully (Illustrator)	4.0813371865179615	3.2370173640869764	3.0328866244879493
0060236914	Her Majesty, Grace Jones	Jane Langton, Emily Arnold McCully (Illustrator)	4.1592334834084586	3.4061638228382978	3.2865556034680923
0060237651	Scroobious Pip	Edward Lear, Ogden Nash, Nancy Ekholm Burkert (Illustrator)	4.29432643227487	3.6995088830681695	3.671576049692052
0060239328	Small Pig	Arnold Lobel	4.143192596399952	3.3713321383933597	3.245738809404434
0060239336	The Seamstress of Salzburg	Anita Lobel	4.2222426457197475	3.542983891304761	3.4584152299546442
0060239700	Martha the Movie Mouse	Arnold Lobel	4.0924475630227715	3.2611427836024163	3.07708554502548
0060239743	Fables	Arnold Lobel	4.144490226810602	3.3741498537083507	3.2482526643007477
0060241128	Maria Theresa	Petra Mathers	4.084522068355165	3.2439331162576046	3.0437781428837245
0060242124	The Christmas Gift	Emily Arnold McCully	3.898273116730593	2.8395063094515187	2.5872799566157516
0060242302	Father Bear Comes Home	Else Holmelund Minarik, Maurice Sendak (Illustrator)	4.292000423001327	3.6944581136818457	3.663822094325957
0060242663	Little Bear's Visit	Else Holmelund Minarik, Maurice Sendak (Illustrator)	4.277057245352374	3.6620100297200953	3.622460404466534
0060243538	Bedtime!	Beni Montresor	4.087769649141266	3.250985014889577	3.059836056513158
0060243899	Traveler From a Small Kingdom	Emily Cheney Neville, George Mocniak (Illustrator)	4.056597664898877	3.183297192010602	2.957487585160938
0060244003	April's Kittens	Clare Turlay Newberry	3.8091578457165682	2.645998618914237	2.3954115859556526
0060244054	If You Give a Moose a Muffin	Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)	4.187361009269618	3.467240813436958	3.365622773829907
0060244097	The Old Dog	Charlotte Zolotow, James E. Ransome (Illustrator)	3.588253979238367	2.1663210446158265	1.9443764798830927
006024450X	The Kittens' ABC	Clare Turlay Newberry	4.05845173558785	3.1873231791734478	2.9629695570966827
0060245867	If You Give a Mouse a Cookie	Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)	4.2581938011043325	3.6210493560837795	3.5690587432356
0060253754	The Blacker the Berry	Joyce Carol Thomas, Floyd Cooper (Illustrator)	4.2559179208050555	3.6161074383221976	3.560650759699041
0060255005	Nutshell Library	Maurice Sendak	4.568229550057265	4.294270691565516	4.4032723955415385
0060256532	Runny Babbit: A Billy Sook	Shel Silverstein	4.115592760747027	3.3114009908399225	3.151615176463655
0060256575	The Missing Piece Meets the Big O	Shel Silverstein	4.341130368256331	3.801140415540331	3.794369863999077
0060256656	The Giving Tree	Shel Silverstein	4.375311092034282	3.8753615096794403	3.8974381749969274
0060256710	The Missing Piece	Shel Silverstein	4.280541843311737	3.66957659486538	3.6315344061764803
0060256753	Lafcadio, the Lion Who Shot Back	Shel Silverstein	4.151464835302712	3.3892947370302857	3.267621062692735
0060258063	Lonely Lula Cat	Joseph Slate	4.084522068355165	3.2439331162576046	3.0437781428837245
0060261919	Emile	Tomi Ungerer	4.05374046290534	3.1770929741153227	2.949818715456968
0060264950	The Rabbits' Wedding	Garth Williams	3.9417112526366753	2.9338292382243862	2.6875792797456413
0060265051	The Tall Book of Make-Believe	Jane Werner Watson, Garth Williams	4.633548259714531	4.436105783473205	4.486719209511905
006026683X	If You Give a Dog a Donut	Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)	3.9555481499736067	2.9638751104683214	2.72060893777694
0060266864	If You Give a Pig a Pancake	Laura Joffe Numeroff (Author), Felicia Bond	4.248334786640808	3.5996411832969852	3.5374773102668504
0060268522	Harry and the Lady Next Door	Gene Zion, Margaret Bloy Graham (Illustrator)	4.213622709726781	3.524266292316417	3.4352918606104113
0060268654	Harry the Dirty Dog	Gene Zion, Margaret Bloy Graham (Illustrator)	4.187729215256329	3.4680403474485786	3.3668840846658323
0060269456	Mr. Rabbit and the Lovely Present	Charlotte Zolotow, Maurice Sendak	3.929900594546749	2.908183205342464	2.6567227828819338
0060270268	The Storm Book	Charlotte Zolotow, Margaret Bloy Graham (Illustrator)	3.8479408864331104	2.7302133281966716	2.4730063869342036
0060271396	Trashy Town	Andrea Zimmerman, David Clemesha, Dan Yaccarino (Illustrations)	3.927931854581533	2.9039082217217844	2.6530439495253124
0060271574	Animals in Winter	Henrietta Bancroft, Richard G. Van Gelder, Helen K. Davie (Illustrator)	3.885297362693461	2.811330350739459	2.555443984255687
0060272309	A Kitten's Year	Nancy Raines Day (Author), Anne Mortimer (Illustrator)	3.7327328552138836	2.480047000934185	2.2374623674543033
0060272376	The Leaf Men and the Brave Good Bugs	William Joyce (Author)	3.9770353308812614	3.0105330480617862	2.7710820924916075
0060273208	Open Me...I'm a Dog!	Art Spiegelman	4.090693972506147	3.2573349822328086	3.0720582105758845
0060276002	Where's Prancer?	Syd Hoff	3.726848473344459	2.4672694698462463	2.2238704398467286
0060278145	The Nutcracker	Janet Schulman (Adaptor), Renée Graef, E.T.A. Hoffmann	4.1316297580549675	3.3462242290672273	3.2068581974698778
0060278226	Our Only May Amelia	Jennifer L. Holm (Author)	3.821788956250835	2.673426207930069	2.421855785267658
0060278412	A Harry The Dirty Dog Treasury: Three Stories	Gene Zion	4.193754288839628	3.4811233809304363	3.3814584885846366
0060278684	If You Take a Mouse to the Movies	Laura Joffe Numeroff (Author), Felicia Bond (Illustrations)	4.16446968576517	3.417533876631589	3.3000576790969562
0060279699	How to Talk to Your Cat	Jean Craighead George	3.833676967277987	2.699240207402548	2.44337285858579
0060281898	The Little Fir Tree	Margaret Wise Brown, Jim LaMarche (Illustrator)	3.9879955454359175	3.0343324012156447	2.7946593547069796
0060283025	Mrs. Crump's Cat	Linda Smith, David Roberts (Illustrator)	4.218417575266956	3.534678013523774	3.4495489670103834
0060283246	If You Give a Cat a Cupcake	Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)	4.198457121999053	3.4913352601438126	3.3946522275760644
0060283262	If You Give a Pig a Party	Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)	4.239283061891334	3.5799859846792956	3.512579166310208
0060283289	If You Take a Mouse to School	Laura Joffe Numeroff (Author), Felicia Bond (Illustrator)	4.276670185831633	3.6611695565541966	3.621303488426848
0060283734	The Squeaky Door	Margaret Read MacDonald (Author), Mary Newell DePalma (Author) (Illustrator)	4.072354274660592	3.2175115879383966	3.0070776352210262
006028384X	Roar!: A Noisy Counting Book	Pamela Duncan Edwards, Henry Cole (Illustrations)	3.744043502729283	2.5046072951944334	2.258877659521528
006028479X	Higglety Pigglety Pop! or There Must Be More to Life	Maurice Sendak	4.189134420006808	3.471091653054263	3.3697753319218413
0060286385	A Very Special House	Ruth Krauss, Maurice Sendak (Illustrator)	3.7058750088850108	2.421727032237827	2.180476594005198
0060286423	Hector Protector and As I Went Over the Water: Two Nursery Rhymes	Maurice Sendak (Illustrator)	3.7920639184241574	2.608880329815996	2.3600988885305236
0060286857	Duck in the Truck	Jez Alborough (Author)	3.9881967347615537	3.034769270018507	2.7949626522152244
0060286873	The Biggest Bed in the World	Lindsay Camp (Author), Jonathan Langley (Illustrations)	4.096447468026424	3.269828302602898	3.08936686170904
0060287675	Does a Kangaroo Have a Mother, Too?	Eric Carle	3.9445304588632637	2.9399509509212995	2.6941167805658015
0060289007	I Love Trains!	Philemon Sturges, Shari Halpern (Illustrator)	3.79410529092273	2.6133130299944307	2.366092056282527
0060290161	My Mommy Hung the Moon	Jamie Lee Curtis, Laura Cornell (Illustrator)	3.806244765366073	2.6396730650045694	2.3895353270960045
0060290331	Cobweb Christmas: The Tradition of Tinsel	Shirley Climo, Jane Manning (illustrator)	4.130426277087511	3.3436109528019125	3.203370470758761
0060291559	Miss Dorothy and Her Bookmobile	Gloria Houston, Susan Condie Lamb (Illustrator)	4.16492473935527	3.4185219942492426	3.301718197208875
0060293179	Hug Me	Patti Stren	3.8479312199694493	2.730192338134728	2.4726525625621223
0060294809	To Be a Princess: The Fascinating Lives of Real Princesses	Hugh Brewster, Laurie Coulter, Laurie McGaw (Illustrator)	4.044247363401247	3.156479360531759	2.9243313236253767
0060295015	Father Fox's Pennyrhymes	Clyde Watson, Wendy Watson (Author) (Illustrator)	4.151246746719804	3.3888211726509048	3.2669801832210705
0060298480	I Stink!	Kate McMullan, Jim McMullan (Illustrations)	3.948108439658807	2.947720290481782	2.7030888042766446
0060504250	When Harriet Met Sojourner	Catherine Clinton, Shane W. Evans (Illustrations)	4.003575015091141	3.068162149568243	2.824809302747176
006051096X	Thanks for Thanksgiving	Julie Markes, Doris Barrette (Illustrator)	4.063925751495043	3.199209628758487	2.979603341598404
0060511052	Amelia Bedelia and the Baby	Peggy Parish, Lynn Sweat (Illustrator)	4.166342609540142	3.4216008019758446	3.307387493700134
0060513039	Where the Sidewalk Ends	Shel Silverstein	4.304932347039451	3.7225388985613215	3.7003367148031088
0060513063	A Light in the Attic	Shel Silverstein	4.347619919100835	3.8152320294944273	3.810764131494941
0060514094	Molly Moon's Incredible Book of Hypnotism	Georgia Byng	3.887545626716773	2.8162123016544784	2.560496387348257
0060515732	The Neighborhood Mother Goose	Nina Crews (Author)	3.9769753184969963	3.010402735291027	2.7707728440583432
0060517840	The Baby Beebee Bird	Diane Redfield Massie, Steven Kellogg (Illustrator)	3.9925654421079018	3.0442556179766704	2.80297471321487
0060518987	Little Fur Family	Margaret Wise Brown, Garth Williams (Illustrator)	4.166224815702548	3.421345020747633	3.306718606342967
0060526335	Roxaboxen	Alice McLerran, Barbara Cooney (Illustrator)	4.409007245452321	3.9485303925624686	3.9805787443376937
0060526661	I Love Trucks!	Philemon Sturges, Shari Halpern (Illustrations)	3.921661749820823	2.8902931198670094	2.639758385483076
0060526718	The Berenstain Bears Save Christmas	Stan Berenstain, Jan Berenstain, Mike Berenstain (Illustrator)	3.89210730552878	2.826117673896969	2.5708731619475564
0060530642	Dinotopia: A Land Apart from Time	James Gurney	4.247472064079554	3.5977678405073257	3.5350752981472446
0060533021	The Gingerbread Rabbit	Randall Jarrell, Garth Williams (Illustrator)	4.046901144838992	3.162241864661135	2.931690119009971
0060535091	Poinsettia and the Firefighters	Felicia Bond	3.7462668887137	2.5094352251566248	2.266637188221478
0060539399	The Forever Dog	Bill Cochran, Dan Andreasen (Illustrations)	4.199726558153145	3.4940917535670803	3.3997374279563735
0060539720	Merry Christmas, Little Critter!	Mercer Mayer	4.0869544139197025	3.2492147875966078	3.0524347214871184
006054063X	King Midas and the Golden Touch	M. Charlotte Craft, Kinuko Y. Craft (Illustrations)	4.216173819041284	3.529805850981732	3.4429346391345823
0060542098	Fancy Nancy	Jane O'Connor, Robin Preiss Glasser (Illustrator)	4.165872582514723	3.4205801705717764	3.3057162380597203
0060542136	Fancy Nancy and the Posh Puppy	Jane O'Connor, Robin Preiss Glasser (Illustrator)	4.1987891320630695	3.4920561971952506	3.396154949112875
0060543124	Dear Mili	Wilhelm Grimm, Maurice Sendak (Illustrator)	4.023713120861887	3.1118906631568866	2.8738155820391778
0060543280	Time to Say Goodnight	Sally Lloyd-Jones (Author), Jane Chapman (Illustrations)	4.110458078868969	3.300251381793564	3.135881333043352
0060543728	The Tall Book of Nursery Tales	Raina Moore (Illustrations), Aleksey Ivanov (Illustrations), Olga Ivanov (Illustrations)	4.039628231627299	3.1464492331283043	2.912339767240681
0060554479	Reaching for the Moon	Buzz Aldrin (Author), Wendell Minor (Illustrations)	4.094178981947774	3.264902440883569	3.0815525250511744
006055505X	I Am the Dog	Daniel Pinkwater, Jack E. Davis (Illustrator)	3.639237136166249	2.277027468342705	2.0476372117446613
0060557133	The Little Fish That Got Away	Bernadine Cook, Crockett Johnson (Illustrator)	3.926274014975147	2.9003083368775524	2.6498766065330703
0060557443	Follow the Moon Book and CD	Sarah Weeks, Suzanne Duranceau (Illustrations)	4.192950746754205	3.479378544479507	3.3788862846562573
0060559993	Bumpety Bump!	Pat Hutchins	3.6119814354056627	2.21784358607267	1.9907844675872126
0060560711	Rowan of Rin	Emily Rodda (Author)	3.9330751626253546	2.91507656189465	2.6654128120637974
006056072X	Rowan and the Travelers	Emily Rodda (Author)	3.9149237374040955	2.8756619886732624	2.6244071016330994
0060560738	Rowan and the Keeper of the Crystal	Emily Rodda (Author)	3.9368732516932825	2.9233238514514976	2.6750346607212347
0060560746	Rowan and the Zebak	Emily Rodda (Author)	3.948104911554657	2.947712629445931	2.7029234752090803
0060561688	I Love Bugs!	Philemon Sturges, Shari Halpern (Illustrations)	3.7172697903467276	2.4464700175841525	2.205630136000994
0060564822	On Meadowview Street	Henry Cole	4.140591861950355	3.365684822155462	3.2371411817929086
