tag-id,animal-id,animal-taxon,deploy-on-date,deploy-off-date,animal-death-comments,animal-life-stage,animal-reproductive-condition,animal-sex,animal-taxon-detail,attachment-type,deploy-off-latitude,deploy-off-longitude,deploy-on-latitude,deploy-on-longitude,deploy-on-person,deployment-comments,deployment-end-comments,deployment-end-type,deployment-id,manipulation-type,study-site,tag-beacon-frequency,tag-manufacturer-name,tag-model,tag-serial-no
151.510,HR_151.510,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.510_151.510,none,Hart Ranges,151.51,,,
C04a,GR_C04,Rangifer tarandus,,2002-01-20 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C04_C04a,none,Graham,,,,
C03,GR_C03,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C03_C03,none,Graham,,,,
151.805,HR_151.805,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.805_151.805,none,Hart Ranges,151.805,,,
151.760,HR_151.760,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.760_151.760,none,Hart Ranges,151.76,,,
151.720,HR_151.720,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.720_151.720,none,Hart Ranges,151.72,,,
C18,GR_C18,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C18_C18,none,Graham,,,,
car120,KE_car120,Rangifer tarandus,,2011-03-18 06:59:00.000,,,,f,caribou,collar,,,,,,,,removal,car120_car120,none,Kennedy,148.08,,,
car118,KE_car118,Rangifer tarandus,,2010-03-04 06:59:00.000,time/place of death based on Telemetry. cod Unknown,,,f,caribou,collar,55.2605437686485,-122.640490214846,,,,,,dead,car118_car118,none,Kennedy,148.367,,,
151.579,HR_151.579,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.579_151.579,none,Hart Ranges,151.579,,,
C13,GR_C13,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C13_C13,none,Graham,,,,
151.744,HR_151.744,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.744_151.744,none,Hart Ranges,151.744,,,
GC13,GR_GC13,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC13_GC13,none,Graham,,,,
C06a,GR_C06,Rangifer tarandus,,2002-01-20 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C06_C06a,none,Graham,,,,
151.535,HR_151.535,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.535_151.535,none,Hart Ranges,151.535,,,
151.600,HR_151.600,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.600_151.600,none,Hart Ranges,151.6,,,
C08a,GR_C08,Rangifer tarandus,,2001-12-31 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C08_C08a,none,Graham,,,,
GC08,GR_GC08,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC08_GC08,none,Graham,,,,
152.641,HR_152.641,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,152.641_152.641,none,Hart Ranges,152.641,,,
151.660,HR_151.660,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.660_151.660,none,Hart Ranges,151.66,,,
151.735,HR_151.735,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.735_151.735,none,Hart Ranges,151.735,,,
C20,GR_C20,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C20_C20,none,Graham,,,,
151.550,HR_151.550,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.550_151.550,none,Hart Ranges,151.55,,,
151.775,HR_151.775,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.775_151.775,none,Hart Ranges,151.775,,,
C05a,GR_C05,Rangifer tarandus,,2002-02-25 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C05_C05a,none,Graham,,,,
151.680,HR_151.680,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.680_151.680,none,Hart Ranges,151.68,,,
C14,GR_C14,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C14_C14,none,Graham,,,,
C07,GR_C07,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C07_C07,none,Graham,,,,
GC17,GR_GC17,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC17_GC17,none,Graham,,,,
151.620,HR_151.620,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.620_151.620,none,Hart Ranges,151.62,,,
GC07,GR_GC07,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC07_GC07,none,Graham,,,,
151.499,HR_151.499,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.499_151.499,none,Hart Ranges,151.499,,,
GC15,GR_GC15,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC15_GC15,none,Graham,,,,
GC22,GR_GC22,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC22_GC22,none,Graham,,,,
151.785,HR_151.785,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.785_151.785,none,Hart Ranges,151.785,,,
151.570,HR_151.570,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.570_151.570,none,Hart Ranges,151.57,,,
CG06,GR_CG06,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,CG06_CG06,none,Graham,,,,
GC10,GR_GC10,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC10_GC10,none,Graham,,,,
151.700,HR_151.700,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.700_151.700,none,Hart Ranges,151.7,,,
GC19,GR_GC19,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC19_GC19,none,Graham,,,,
151.635,HR_151.635,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.635_151.635,none,Hart Ranges,151.635,,,
GC03,GR_GC03,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC03_GC03,none,Graham,,,,
C16,GR_C16,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C16_C16,none,Graham,,,,
151.589,HR_151.589,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.589_151.589,none,Hart Ranges,151.589,,,
151.801,HR_151.801,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.801_151.801,none,Hart Ranges,151.801,,,
151.749,HR_151.749,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.749_151.749,none,Hart Ranges,151.749,,,
GC14,GR_GC14,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC14_GC14,none,Graham,,,,
car119,KE_car119,Rangifer tarandus,,2011-03-18 06:59:00.000,,,,f,caribou,collar,,,,,,,,removal,car119_car119,none,Kennedy,148.096,,,
C19,GR_C19,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C19_C19,none,Graham,,,,
GC09,GR_GC09,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC09_GC09,none,Graham,,,,
151.739,HR_151.739,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.739_151.739,none,Hart Ranges,151.739,,,
151.711,HR_151.711,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.711_151.711,none,Hart Ranges,151.711,,,
151.649,HR_151.649,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.649_151.649,none,Hart Ranges,151.649,,,
C01a,GR_C01,Rangifer tarandus,,2002-03-02 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C01_C01a,none,Graham,,,,
GC02,GR_GC02,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC02_GC02,none,Graham,,,,
151.670,HR_151.670,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.670_151.670,none,Hart Ranges,151.67,,,
151.609,HR_151.609,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.609_151.609,none,Hart Ranges,151.609,,,
151.960,HR_151.960,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.960_151.960,none,Hart Ranges,151.96,,,
151.770,HR_151.770,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.770_151.770,none,Hart Ranges,151.77,,,
151.730,HR_151.730,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.730_151.730,none,Hart Ranges,151.73,,,
C21,GR_C21,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C21_C21,none,Graham,,,,
car121,KE_car121,Rangifer tarandus,,2011-03-30 06:59:00.000,,,,f,caribou,collar,,,,,,,,removal,car121_car121,none,Kennedy,148.12,,,
GC12,GR_GC12,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC12_GC12,none,Graham,,,,
GC05,GR_GC05,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC05_GC05,none,Graham,,,,
C10a,GR_C10,Rangifer tarandus,,2002-01-20 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C10_C10a,none,Graham,,,,
C11,GR_C11,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C11_C11,none,Graham,,,,
151.519,HR_151.519,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.519_151.519,none,Hart Ranges,151.519,,,
151.690,HR_151.690,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.690_151.690,none,Hart Ranges,151.69,,,
C12a,GR_C12,Rangifer tarandus,,2002-02-25 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C12_C12a,none,Graham,,,,
GC21,GR_GC21,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC21_GC21,none,Graham,,,,
C02a,GR_C02,Rangifer tarandus,,2002-01-27 17:00:00.000,,,,f,caribou,collar,,,,,,,,unknown,C02_C02a,none,Graham,,,,
151.629,HR_151.629,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.629_151.629,none,Hart Ranges,151.629,,,
GC06,GR_GC06,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC06_GC06,none,Graham,,,,
C15,GR_C15,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C15_C15,none,Graham,,,,
151.000,HR_151.000,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.000_151.000,none,Hart Ranges,151.0,,,
GC23,GR_GC23,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC23_GC23,none,Graham,,,,
151.780,HR_151.780,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.780_151.780,none,Hart Ranges,151.78,,,
GC04,GR_GC04,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC04_GC04,none,Graham,,,,
GC11,GR_GC11,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC11_GC11,none,Graham,,,,
C09a,GR_C09,Rangifer tarandus,,2002-01-28 06:59:00.000,,,,f,caribou,collar,,,,,,,,unknown,C09_C09a,none,Graham,,,,
151.540,HR_151.540,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.540_151.540,none,Hart Ranges,151.54,,,
C22,GR_C22,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C22_C22,none,Graham,,,,
151.701,HR_151.701,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.701_151.701,none,Hart Ranges,151.701,,,
GC18,GR_GC18,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC18_GC18,none,Graham,,,,
C17,GR_C17,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,C17_C17,none,Graham,,,,
151.641,HR_151.641,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.641_151.641,none,Hart Ranges,151.641,,,
GC01,GR_GC01,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC01_GC01,none,Graham,,,,
151.790,HR_151.790,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.790_151.790,none,Hart Ranges,151.79,,,
GC16,GR_GC16,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,GC16_GC16,none,Graham,,,,
GC20,GR_GC20,Rangifer tarandus,,2010-01-14 06:59:00.000,,,,f,caribou,collar,,,,,,,deployment end time set to exclude locations in Fort St John,unknown,GC20_GC20,none,Graham,,,,
151.559,HR_151.559,Rangifer tarandus,,,,,,f,caribou,collar,,,,,,,,unknown,151.559_151.559,none,Hart Ranges,151.559,,,
C06b,GR_C06,Rangifer tarandus,2002-01-20 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C06_C06b,none,Graham,,,,
C04b,GR_C04,Rangifer tarandus,2002-01-20 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C04_C04b,none,Graham,,,,
C10b,GR_C10,Rangifer tarandus,2002-01-21 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C10_C10b,none,Graham,,,,
C08b,GR_C08,Rangifer tarandus,2002-01-26 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C08_C08b,none,Graham,,,,
C02b,GR_C02,Rangifer tarandus,2002-01-27 17:01:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C02_C02b,none,Graham,,,,
C09b,GR_C09,Rangifer tarandus,2002-01-28 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C09_C09b,none,Graham,,,,
C05b,GR_C05,Rangifer tarandus,2002-02-25 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C05_C05b,none,Graham,,,,
C12b,GR_C12,Rangifer tarandus,2002-02-28 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C12_C12b,none,Graham,,,,
C01b,GR_C01,Rangifer tarandus,2002-03-02 07:00:00.000,,,,,f,caribou,collar,,,,,,,,unknown,C01_C01b,none,Graham,,,,
car004,KE_car004,Rangifer tarandus,2002-04-08 07:00:00.000,2008-06-21 06:59:00.000,time/place of death based on Telemetry. cod Predation - Wolf,,,f,caribou,collar,55.140108216483,-122.441666757839,55.1980336691496,-122.387299792497,MW,General capture location.,,dead,car004_car004,none,Kennedy,150.552,,VHF,
car006,MO_car006,Rangifer tarandus,2002-04-08 07:00:00.000,2008-01-24 06:59:00.000,time/place of death based on Telemetry. cod Unknown,,,f,caribou,collar,55.799599120048,-122.486902562123,55.845269502847,-122.441040977784,MW,General capture location.,,dead,car006_car006,none,Moberly,151.31,,VHF,
car002,HR_car002,Rangifer tarandus,2002-04-08 07:00:00.000,,,,,f,caribou,collar,,,54.8458589419695,-122.112324625623,MW,General capture location.,Not Monitored,other,car002_car002,none,Hart Ranges,150.591,,VHF,
car005,MO_car005,Rangifer tarandus,2002-04-08 07:00:00.000,2006-06-25 06:59:00.000,time/place of death based on Telemetry. cod Predation - Wolf,,,f,caribou,collar,55.5749606611705,-122.429930295553,55.611513701788,-122.412619930324,MW,General capture location.,,dead,car005_car005,none,Moberly,151.45,,VHF,
car003,KE_car003,Rangifer tarandus,2002-04-08 07:00:00.000,2005-01-26 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Suspected predation,,,f,caribou,collar,55.2884483197228,-122.650740602284,55.1796428865921,-122.309065584389,MW,General capture location.,,dead,car003_car003,none,Kennedy,150.501,,VHF,
car001,HR_car001,Rangifer tarandus,2002-04-08 07:00:00.000,2005-10-19 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Suspected predation,,,f,caribou,collar,54.873084727094,-122.151902356086,54.7991446169588,-121.895566488888,MW,General capture location.,,dead,car001_car001,none,Hart Ranges,151.441,,VHF,
car008,QU_car008,Rangifer tarandus,2002-04-09 07:00:00.000,2002-07-03 06:59:00.000,time/place of death based on Telemetry. cod Predation - Grizzly Bear,,,f,caribou,collar,54.9587115942565,-121.250717371699,54.9550831703712,-121.375940352159,MW,General capture location.,,dead,car008_car008,none,Quintette,151.791,,VHF,
car007,QU_car007,Rangifer tarandus,2002-04-09 07:00:00.000,,,,,f,caribou,collar,,,55.0107792386532,-121.514439629984,MW,General capture location.,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car007_car007,none,Quintette,151.72,,VHF,
car010,MO_car010,Rangifer tarandus,2002-12-02 07:00:00.000,2003-12-01 06:59:00.000,,,pregnant: Yes; with calf:,f,caribou,collar,,,55.6205737525716,-122.428363461454,MW,General capture location.,Recovered failed collar and replaced with a new one.,removal,car010_car010_1,none,Moberly,151.98,Televilt,GPS,
car009,MO_car009,Rangifer tarandus,2002-12-02 07:00:00.000,2003-03-24 06:59:00.000,,,,f,caribou,collar,,,55.6205737525716,-122.428363461454,MW,General capture location.,Recovered failed collar and replaced with a new one.,removal,car009_car009_1,none,Moberly,151.97,Televilt,GPS,
car011,KE_car011,Rangifer tarandus,2003-02-04 07:00:00.000,2003-03-24 06:59:00.000,,,,f,caribou,collar,,,55.1006022116399,-122.827608758991,MW,General capture location.,Recovered failed GPS collar and replaced with a new one.,removal,car011_car011_1,none,Kennedy,151.871,Televilt,GPS,
car014,QU_car014,Rangifer tarandus,2003-02-12 07:00:00.000,2007-04-05 06:59:00.000,,,,f,caribou,collar,,,54.9347044754539,-121.007788298203,MW,,,removal,car014_car014,none,Quintette,151.991,Televilt,GPS,
car012,QU_car012,Rangifer tarandus,2003-02-12 07:00:00.000,2003-12-10 06:59:00.000,,,,f,caribou,collar,,,55.0868026846657,-121.497520850564,MW,,,removal,car012_car012_1,none,Quintette,151.88,Televilt,GPS,
car013,QU_car013,Rangifer tarandus,2003-02-12 07:00:00.000,,,,,f,caribou,collar,,,54.9917372529328,-121.135447671844,MW,,Lost,other,car013_car013,none,Quintette,151.3,Televilt,GPS,
car015,QU_car015,Rangifer tarandus,2003-02-12 07:00:00.000,,,,,f,caribou,collar,,,54.8459677223052,-121.648478849576,MW,,Lost,other,car015_car015,none,Quintette,151.891,Televilt,GPS,
car017,HR_car017,Rangifer tarandus,2003-03-06 07:00:00.000,,,,pregnant: No; with calf:,f,caribou,collar,,,54.7373150207531,-122.021507063186,MW,General capture location.,Lost,other,car017_car017,none,Hart Ranges,151.86,Televilt,GPS,
car019,HR_car019,Rangifer tarandus,2003-03-06 07:00:00.000,2003-12-10 06:59:00.000,,,,f,caribou,collar,,,55.2529049937076,-122.6224360103,MW,General capture location.,,removal,car019_car019_1,none,Hart Ranges,151.95,Televilt,GPS,
car018,KE_car018,Rangifer tarandus,2003-03-06 07:00:00.000,2007-03-02 06:59:00.000,,,pregnant: Yes; with calf:,f,caribou,collar,,,55.2529049937076,-122.6224360103,MW,General capture location.,,removal,car018_car018,none,Kennedy,151.94,Televilt,GPS,
car016,HR_car016,Rangifer tarandus,2003-03-06 07:00:00.000,2003-12-11 06:59:00.000,,,pregnant: Yes; with calf:,f,caribou,collar,,,54.6844469390624,-122.162385728406,MW,General capture location.,Recovered non-working green GPS collar. Cow very skinny.,removal,car016_car016_1,none,Hart Ranges,151.319,Televilt,GPS,
car020,MO_car020,Rangifer tarandus,2003-03-23 07:00:00.000,2003-12-01 06:59:00.000,,,,f,caribou,collar,,,55.6205737525716,-122.428363461454,MW,General capture location.,,removal,car020_car020_1,none,Moberly,151.96,Televilt,GPS,
car022,BP_car022,Rangifer tarandus,2003-03-24 07:00:00.000,,,,,m,caribou,collar,,,55.329182696364,-122.112744951799,MW,,Lost,other,car022_car022,none,Burnt Pine,151.601,,VHF,
car009,MO_car009,Rangifer tarandus,2003-03-24 07:00:00.000,2007-09-02 06:59:00.000,,,,f,caribou,collar,55.5574867304572,-122.593109282761,55.6330276439218,-122.432184941216,MW,Replacement for failed GPS collar 151.970.,,dead,car009_car009_2,none,Moberly,151.97,Televilt,GPS,
car021,MO_car021,Rangifer tarandus,2003-03-24 07:00:00.000,2005-05-03 06:59:00.000,time/place of death based on Telemetry. cod Accidental.  Caught in tree well,,,f,caribou,collar,55.7919494527006,-122.479746522478,55.736415634088,-122.498258760922,MW,,,dead,car021_car021,none,Moberly,151.61,,VHF,
car023,BP_car023,Rangifer tarandus,2003-03-24 07:00:00.000,2003-09-15 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Suspected wolf predation,,,f,caribou,collar,55.3505631863121,-122.352033279183,55.3314335351925,-122.277060008195,MW,,,dead,car023_car023,none,Burnt Pine,151.671,,VHF,
car011,KE_car011,Rangifer tarandus,2003-03-24 07:00:00.000,2006-08-17 06:59:00.000,,,,f,caribou,collar,55.4279302579656,-122.873779155473,55.1974870997361,-122.40394533422,MW,Replacement for failed GPS collar 151.871.,,dead,car011_car011_2,none,Kennedy,151.871,Televilt,GPS,
car024,KE_car024,Rangifer tarandus,2003-12-01 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: Yes; with calf: Y,f,caribou,collar,,,55.1143098169245,-122.817688710957,EJ/DH/GW,Cow with calf. Left antler broke during capture. Fecal sample taken from ground.,,removal,car024_car024,none,Kennedy,148.12,ATS,GPS,
car010,MO_car010,Rangifer tarandus,2003-12-01 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: Yes; with calf:,f,caribou,collar,,,55.740972575374,-122.624491176867,EJ/DH/GW,Replacement for failed GPS collar 151.980. Fecal sample taken from ground.,,removal,car010_car010_2,none,Moberly,151.98,Televilt,GPS,
car025,KE_car025,Rangifer tarandus,2003-12-01 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: No; with calf: Y,f,caribou,collar,,,55.107782975609,-122.815821779508,EJ/DH/GW,Cow with calf.  Relatively young female. Fecal sample taken from caribou.,,removal,car025_car025,none,Kennedy,148.777,ATS,GPS,
car020,MO_car020,Rangifer tarandus,2003-12-01 07:00:00.000,2005-04-19 06:59:00.000,,,,f,caribou,collar,,,55.6222267535256,-122.474501488363,EJ/DH/GW,Very fat cow. Fecal sample taken from ground.,,removal,car020_car020_2,none,Moberly,151.96,Televilt,GPS,
car027,KE_car027,Rangifer tarandus,2003-12-02 07:00:00.000,2004-11-30 06:59:00.000,time/place of death based on Reported. cod Train collision,,with calf: Unk,f,caribou,collar,55.1000103148451,-122.828457578886,55.1091964758104,-122.817586588842,EJ/DH/GW,Cow - 7 or 8 in group.,,dead,car027_car027,none,Kennedy,148.36,,VHF,
car028,KE_car028,Rangifer tarandus,2003-12-02 07:00:00.000,2004-03-14 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Suspected predation,,pregnant: Yes; with calf: N,f,caribou,collar,55.1875033121101,-122.261087748866,55.1093685248587,-122.818463626429,EJ/DH/GW,"2 cows, 1 bull.",,dead,car028_car028,none,Kennedy,148.45,,VHF,
car026,KE_car026,Rangifer tarandus,2003-12-02 07:00:00.000,2009-05-21 06:59:00.000,time/place of death based on Telemetry. cod Predation - Wolf,,,m,caribou,collar,55.3319540523652,-122.751794072054,55.1242582918717,-122.83721354489,EJ/DH/GW,BULL.  Relatively young bull. Left antler tine broken.,,dead,car026_car026,none,Kennedy,148.43,,VHF,
car029,HR_car029,Rangifer tarandus,2003-12-10 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: Yes; with calf: Unk,f,caribou,collar,,,54.6406439114837,-121.869372116322,EJ/DH/GW,7 caribou in group. Ultrasound batteries dead.  Estimated backfat from surgery (min. estimate as Doug didn't want to push scapel to far as potential for nerve damage).,,removal,car029_car029,none,Hart Ranges,148.398,ATS,GPS,
car019,HR_car019,Rangifer tarandus,2003-12-10 07:00:00.000,2004-10-15 06:59:00.000,,,,f,caribou,collar,54.8555609597197,-122.134184744501,54.9838180770527,-122.304431942353,EJ/DH/GW,Captured cow and calf in net. Didn't do backfat surgery as animal seemed to have no fat and protruding bones.,,dead,car019_car019_2,none,Hart Ranges,151.95,Televilt,GPS,
car012,QU_car012,Rangifer tarandus,2003-12-10 07:00:00.000,2005-04-19 06:59:00.000,,,,f,caribou,collar,,,55.1264764692326,-121.386070388969,EJ/DH/GW,"At least 15 animals, saw at least one calf in group. Estimated backfat from surgery. Cow is quite skinny with a big pot belly.",,removal,car012_car012_2,none,Quintette,151.88,Televilt,GPS,
car030,HR_car030,Rangifer tarandus,2003-12-10 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: Yes; with calf:,f,caribou,collar,,,54.851155994022,-122.132737091862,EJ/DH/GW,Estimated backfat from surgery.,,removal,car030_car030,none,Hart Ranges,148.41,ATS,GPS,
car031,QU_car031,Rangifer tarandus,2003-12-10 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: Yes; with calf: N,f,caribou,collar,,,54.9854984898981,-121.259696003025,EJ/DH/GW,Estimated backfat from surgery.  10.0mm minimum estimate as Doug didn't want to insert scalpel too deep.,,removal,car031_car031,none,Quintette,148.367,ATS,GPS,
car033,HR_car033,Rangifer tarandus,2003-12-11 07:00:00.000,,,,pregnant: Yes; with calf: Y,f,caribou,collar,,,54.7005425132402,-122.105708578093,EJ/TH/GW,Cow quite skinny. Tons of tracks and alectoria abundant.,Not Monitored,other,car033_car033,none,Hart Ranges,148.34,,VHF,
car032,BP_car032,Rangifer tarandus,2003-12-11 07:00:00.000,2005-04-19 06:59:00.000,,,pregnant: No; with calf: Y,f,caribou,collar,,,55.3357043720689,-122.111180346583,EJ/TH/GW,"About 20 caribou on ridgeline, 1 bull in group.",,removal,car032_car032,none,Burnt Pine,148.39,ATS,GPS,
car016,HR_car016,Rangifer tarandus,2003-12-11 07:00:00.000,2005-01-26 06:59:00.000,,,pregnant: Yes; with calf:,f,caribou,collar,54.8294747062979,-122.337396908455,54.7749680904582,-122.269900328902,EJ/DH/GW,Recovered non-working green GPS collar. Cow very skinny.,,dead,car016_car016_2,none,Hart Ranges,151.319,Televilt,GPS,
car034,HR_car034,Rangifer tarandus,2004-02-09 07:00:00.000,2004-11-23 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Suspected predation,,with calf: Y,f,caribou,collar,54.6606035791157,-121.90938943016,54.6646933886449,-121.768760598019,EJ/GW/DH,"2 cows, 2 yearlings.",,dead,car034_car034,none,Hart Ranges,148.65,,VHF,
car035,QU_car035,Rangifer tarandus,2004-02-13 07:00:00.000,2008-10-15 06:59:00.000,time/place of death based on Telemetry. cod Unknown,,pregnant: Yes; with calf: N,f,caribou,collar,54.9757663467812,-121.346776622089,54.9183109269249,-121.418613977076,EJ/BC,Doug spun blood.,,dead,car035_car035,none,Quintette,148.46,,VHF,
car039,KE_car039,Rangifer tarandus,2004-03-24 07:00:00.000,,,,pregnant: Yes; with calf: N,f,caribou,collar,,,55.248596976215,-122.612661188865,EJ/GW/BB,,the tag remained deployed as of 7/31/2016 when data were sent to be added Movebank,other,car039_car039,none,Kennedy,150.986,,VHF,
car038,QU_car038,Rangifer tarandus,2004-03-24 07:00:00.000,2007-05-30 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Suspected predation,,pregnant: Yes; with calf: N,f,caribou,collar,55.1366747204586,-121.359632068264,54.9167553525892,-121.504456487536,EJ/GW/BB,,,dead,car038_car038,none,Quintette,148.331,,VHF,
car037,QU_car037,Rangifer tarandus,2004-03-24 07:00:00.000,2008-05-18 06:59:00.000,time/place of death based on Telemetry. cod Unknown.  Found 50m from TREND open pit mine.  Area littered with rock from blasts from the mine.,,pregnant: Yes; with calf: N,f,caribou,collar,54.884490168635,-120.945969223685,54.8715188847136,-120.961389251541,EJ/GW/BB,,,dead,car037_car037,none,Quintette,148.319,,VHF,
